lake,state
Lower Pond,Connecticut
Lymans Pond,Connecticut
MacKenzie Reservoir,Connecticut
Madison Lakes,Connecticut
Mahoney Pond,Connecticut
Malones Pond,Connecticut
Maltby Lake,Connecticut
Mamanasco Lake,Connecticut
Manitook Lake,Connecticut
Mansure Pond,Connecticut
Margerie Lake Reservoir,Connecticut
Marsh Pond,Connecticut
Mary Brown Pond,Connecticut
Mason Pond,Connecticut
Masterbone Pond,Connecticut
Mathews Pond,Connecticut
McLaughlin Pond,Connecticut
McManus Lake,Connecticut
Means Brook Reservoir,Connecticut
Medbury Pond,Connecticut
Menuckatuck Reservoir,Connecticut
Merimere Reservoir,Connecticut
Messerschmidt Pond,Connecticut
Mianus Reservoir,Connecticut
Middle Pond,Connecticut
Middle Reservoir,Connecticut
Migeon Pond,Connecticut
Miles Pond,Connecticut
Mill Pond,Connecticut
Mill Woods Pond,Connecticut
Millard Pond,Connecticut
Miller Pond,Connecticut
Millers Pond,Connecticut
Miner Pond,Connecticut
Minor Pond,Connecticut
Mirror Lake,Connecticut
Miry Dam Pond,Connecticut
Mitchell Pond,Connecticut
Mixville Pond,Connecticut
Mohawk Pond,Connecticut
Monce Pond,Connecticut
Mono Pond,Connecticut
Moodus Reservoir,Connecticut
Moosup Pond,Connecticut
Morehouse Pond,Connecticut
Morey Pond,Connecticut
Morgan Pond (historical),Connecticut
Moritz Pond,Connecticut
Morris Reservoir,Connecticut
Morse Meadow Pond,Connecticut
Morse Pond,Connecticut
Morse Reservoir,Connecticut
Morton Pond,Connecticut
Moss Farms Pond,Connecticut
Mother Superior Lake,Connecticut
Mount Higby Reservoir,Connecticut
Mount Tom Pond,Connecticut
Mountain Pond,Connecticut
Mud Pond,Connecticut
Mudge Pond,Connecticut
Mulberry Reservoir,Connecticut
Murray Ponds,Connecticut
Myer Huber Pond,Connecticut
Mystic Reservoir,Connecticut
Nash Pond,Connecticut
Nathan Pond,Connecticut
Neber Pond,Connecticut
Nepaug Reservoir,Connecticut
New Britain Reservoir,Connecticut
New City Pond,Connecticut
New Naugatuck Reservoir,Connecticut
New Pond,Connecticut
Nichols Pond,Connecticut
Nightingale Pond,Connecticut
Nipsic Pond,Connecticut
North Farms Reservoir,Connecticut
North Grosvenordale Pond,Connecticut
North Pond,Connecticut
North Spectacle Pond,Connecticut
Northfield Pond,Connecticut
Norton Pond,Connecticut
Norwich Pond,Connecticut
Number One Pond,Connecticut
Number Two Pond,Connecticut
Nystrom Pond State,Connecticut
Oak Ledge Pond,Connecticut
Oakdale Pond,Connecticut
Obed Heights Reservoir,Connecticut
Old Man McMullen Pond,Connecticut
Old Marsh Pond,Connecticut
Old Naugatuck Reservoir,Connecticut
Old South Norwalk Reservoir,Connecticut
Orcutts Pond,Connecticut
Ore Hill Pond,Connecticut
Orient Lodge Lake,Connecticut
Otter Pond,Connecticut
Ouleout Lake,Connecticut
Outpost Inn Pond,Connecticut
Oxoboxo Lake,Connecticut
Pachaug Pond,Connecticut
Packers Pond,Connecticut
Padanaram Reservoir,Connecticut
Paine Pond,Connecticut
Palmer Pond,Connecticut
Pameacha Pond,Connecticut
Papel Goods Pond,Connecticut
Paper Mill Pond,Connecticut
Papermill Pond,Connecticut
Paradise Lake,Connecticut
Paris Pond,Connecticut
Parizek Pond,Connecticut
Park Pond,Connecticut
Parker Pond,Connecticut
Parkers Pond,Connecticut
Parks Pond,Connecticut
Pattaconk Reservoir,Connecticut
Pattagansett Lake,Connecticut
Peat Swamp Reservoir,Connecticut
Pecausett Pond,Connecticut
Peck Pond,Connecticut
Pecks Meadow Pond,Connecticut
Pecks Mill Pond,Connecticut
Pelican Pond,Connecticut
Pelton Reservoir,Connecticut
Pequot Swamp Pond,Connecticut
Perry Pond,Connecticut
Perrys Millpond,Connecticut
Pfeiffer Pond,Connecticut
Phelps Pond,Connecticut
Phipps Lake,Connecticut
Phoenixville Park Ponds,Connecticut
Pickerel Lake,Connecticut
Picketts Pond,Connecticut
Pin Shop Pond,Connecticut
Pine Meadows Park Pond,Connecticut
Pinewood Lake,Connecticut
Pinneys Pond,Connecticut
Pirot Pond,Connecticut
Pistapaug Pond,Connecticut
Pitch Reservoir,Connecticut
Pitchers Pond,Connecticut
Plainville Reservoir,Connecticut
Plymouth Lake,Connecticut
Plymouth Reservoir,Connecticut
Pocotopaug Lake,Connecticut
Podunk Pond,Connecticut
Poehnerts Pond,Connecticut
Pohegnut Reservoir,Connecticut
Pond Hill Pond,Connecticut
Poole Pond,Connecticut
Popple Swamp,Connecticut
Porter Reservoir,Connecticut
Portland Reservoir,Connecticut
Post Pond,Connecticut
Powers Lake,Connecticut
Pratt Read Reservoir,Connecticut
Priess Pond,Connecticut
Pritchards Pond,Connecticut
Putnam Park Pond,Connecticut
Quaddick Reservoir,Connecticut
Quillinan Reservoir,Connecticut
Quinebaug Pond,Connecticut
Quonnipaug Lake,Connecticut
Radey Pond,Connecticut
Reams Pond,Connecticut
Red Cedar Lake,Connecticut
Red Gates Pond,Connecticut
Red Mill Pond,Connecticut
Reeds Pond,Connecticut
Reichenback Pond,Connecticut
Reservoir Number 1,Connecticut
Reservoir Number 2,Connecticut
Reservoir Number 3,Connecticut
Reservoir Number 4,Connecticut
Reuben Hart Reservoir,Connecticut
Rhode Island Millponds,Connecticut
Richards Pond,Connecticut
Ricker Pond,Connecticut
Riga Lake,Connecticut
Risley Reservoir,Connecticut
Riverside Pond,Connecticut
Robinson Pond,Connecticut
Rock Pond,Connecticut
Rockland Pond,Connecticut
Roe Pond,Connecticut
Roger Lake,Connecticut
Rogers Lake,Connecticut
Rogers Pond,Connecticut
Rose Mill Pond,Connecticut
Roseland Lake,Connecticut
Rosemond Lake,Connecticut
Rosers Pond,Connecticut
Ross Pond,Connecticut
Round Pond,Connecticut
Rowledge Pond,Connecticut
Rowley Pond,Connecticut
Ruby Lake,Connecticut
Rugg Brook Reservoir,Connecticut
Ruscom Pond,Connecticut
Rychlings Pond,Connecticut
Sabo Pond,Connecticut
Sadds Mill Pond,Connecticut
Sage Pond,Connecticut
Samp Mortar Reservoir,Connecticut
Sampson Pond,Connecticut
Sanfords Pond,Connecticut
Savin Lake,Connecticut
Sawmill Pond,Connecticut
Schildgen Pond,Connecticut
Scholfield Pond,Connecticut
Schwartz Pond,Connecticut
Scitico River Reservoir,Connecticut
Scovill Reservoir,Connecticut
Scoville Reservoir,Connecticut
Secret Lake,Connecticut
Seymour Reservoir Number 4,Connecticut
Shady Lake,Connecticut
Shailer Pond,Connecticut
Shaker Pond,Connecticut
Shelley Lakes,Connecticut
Shelton Reservoir,Connecticut
Shepaug Reservoir,Connecticut
Shepherds Pond,Connecticut
Sherwood Millpond,Connecticut
Shetucket River Reservoir,Connecticut
Shingle Mill Pond,Connecticut
Shultz Pond,Connecticut
Shuttle Meadow Pond,Connecticut
Shuttle Meadow Reservoir,Connecticut
Silas Hall Pond,Connecticut
Silver Birch Pond,Connecticut
Silver Lake,Connecticut
Silvias Pond,Connecticut
Simpson Pond,Connecticut
Simsbury Reservoir,Connecticut
Skelton Reservoir,Connecticut
Skungamaug Marsh,Connecticut
Slopers Pond,Connecticut
Smith Lake,Connecticut
Smith Pond,Connecticut
Snake Meadow Pond,Connecticut
Somersville Pond,Connecticut
South Pond,Connecticut
South Spectacle Pond,Connecticut
Southington Reservoir Number 2,Connecticut
Southington Reservoir Number 3,Connecticut
Spaulding Pond,Connecticut
Spaulding Pond Site Number 2,Connecticut
Sperry Pond,Connecticut
Spring Brook Reservoir,Connecticut
Spring Lake,Connecticut
Spring Pond,Connecticut
Squantz Pond,Connecticut
Staffordville Reservoir,Connecticut
Standish Pond,Connecticut
Star Lake,Connecticut
Starr Millpond,Connecticut
State Line Pond,Connecticut
Sterling Pond,Connecticut
Sterns Pond,Connecticut
Stiles Pond,Connecticut
Stillman Pond,Connecticut
Stillwater Pond,Connecticut
Stone Hill Reservoir,Connecticut
Stony Batter Pond,Connecticut
Stony Brook Reservoir,Connecticut
Stowell Pond,Connecticut
Straits Pond,Connecticut
Streets Pond,Connecticut
Strong Pond,Connecticut
Strongs Pond,Connecticut
Stub Pond,Connecticut
Stump Pond,Connecticut
Success Lake,Connecticut
Sugar Hollow Pond,Connecticut
Sun Valley Lake,Connecticut
Swan Lake,Connecticut
Swede Pond,Connecticut
Sweetheart Lake,Connecticut
Sylvan Lake,Connecticut
Sympaug Pond,Connecticut
Tadma Pond,Connecticut
Taft Pond,Connecticut
Taftville Reservoir,Connecticut
Taftville Reservoir Number 2,Connecticut
Talmage Pond,Connecticut
Tankerhoosen Lake,Connecticut
Tarrywile Lake,Connecticut
Taunton Pond,Connecticut
Taylor Pond,Connecticut
Taylors Pond,Connecticut
Terryville Reservoir Number 2,Connecticut
Tetram Pond,Connecticut
Tetreault Pond,Connecticut
The Lake in the Ledges,Connecticut
Theriaults Ice Pond,Connecticut
Thousand Acre Pond,Connecticut
Three Corner Pond,Connecticut
Tift Pond,Connecticut
Timber Lake,Connecticut
Tinker Pond,Connecticut
Tobey Pond,Connecticut
Tolland Marsh Pond,Connecticut
Tomlinson Pond,Connecticut
Towantic Pond,Connecticut
Tower Hill Lake,Connecticut
Tracys Pond,Connecticut
Transylvania Pond,Connecticut
Trap Falls Reservoir,Connecticut
Travis Pond,Connecticut
Treat Pond,Connecticut
Tri-Lake,Connecticut
Trout Pond,Connecticut
Truesdale Lake,Connecticut
Tucker Pond,Connecticut
Turkey Hill Reservoir,Connecticut
Turtle Pond,Connecticut
Tuxis Pond,Connecticut
Tyler Lake,Connecticut
Umpawaug Pond,Connecticut
Uncas Pond,Connecticut
Union Pond,Connecticut
Upper Ansonia Reservoir,Connecticut
Upper Bungee Lake,Connecticut
Upper Kohanza Lake,Connecticut
Upper Lagoon,Connecticut
Upper Millpond,Connecticut
Upper Pond,Connecticut
Upper Shepaug Reservoir,Connecticut
Upson Lake,Connecticut
Upton Pond,Connecticut
Varga Pond,Connecticut
Versailles Pond,Connecticut
Victory Lake,Connecticut
Vincent Pond,Connecticut
Wagner Pond,Connecticut
Walker Pond,Connecticut
Walker Reservoir West,Connecticut
Walton Pond,Connecticut
Wampee Pond,Connecticut
Wangum Lake,Connecticut
Wangumbaug Lake,Connecticut
Wapato Pond,Connecticut
Wappaquasset Pond,Connecticut
Warner Pond,Connecticut
Warren Pond,Connecticut
Washinee Lake,Connecticut
Washining Lake,Connecticut
Wassel Reservoir,Connecticut
Wataba Lake,Connecticut
Waterbury Reservoir Number 2,Connecticut
Waterhouse Pond,Connecticut
Watertown Reservoir,Connecticut
Wauregan Pond,Connecticut
Welles Pond,Connecticut
Wellgoto Pond,Connecticut
Welton Pond,Connecticut
Wequetequock Pond,Connecticut
West Hill Pond,Connecticut
West Lake,Connecticut
West Lake Reservoir,Connecticut
West Side Pond,Connecticut
West Thompson Lake,Connecticut
Wetherbee Pond,Connecticut
Wetherell Pond,Connecticut
Wheatons Pond,Connecticut
Whist Pond,Connecticut
Whitford Pond,Connecticut
Whitkowski Ponds,Connecticut
Whitmans Pond,Connecticut
Wielock Pond,Connecticut
Wilcox Pond,Connecticut
Will Cone Pond,Connecticut
William J Ulbrich Reservoir,Connecticut
Williams Pond,Connecticut
Wilson Pond,Connecticut
Wilton Pond,Connecticut
Winchester Club Pond,Connecticut
Windsorville Pond,Connecticut
Wononpakook Lake,Connecticut
Wononskopomuc Lake,Connecticut
Wood Creek Pond,Connecticut
Wood Pond,Connecticut
Woodbridge Lake,Connecticut
Woodbury Reservoir,Connecticut
Woodridge Lake,Connecticut
Woods Pond,Connecticut
Worthington Pond,Connecticut
Wright Pond,Connecticut
York Lake,Connecticut
Youngs Pond,Connecticut
Zaicek Pond,Connecticut
Zeiglers Pond,Connecticut
Zeiner Pond,Connecticut
Zemko Pond,Connecticut
Zoar Pond,Connecticut
Abbotts Pond,Delaware
Andrews Lake,Delaware
Bark Pond,Delaware
Bear Swamp Pool,Delaware
Bennett Pond,Delaware
Betts Pond,Delaware
Blairs Pond,Delaware
Bookhammers Pond,Delaware
Burton Pond,Delaware
Caleb Pond,Delaware
Canal Pond,Delaware
Cedar Pond,Delaware
Chipman Pond,Delaware
Clendaniel Pond,Delaware
Collins Pond,Delaware
Concord Pond,Delaware
Coursey Pond,Delaware
Cubbage Pond,Delaware
Derby Pond,Delaware
Diamond Pond,Delaware
Duck Creek Pond,Delaware
Flaxhole Pond,Delaware
Fleetwood Pond,Delaware
Garrisons Lake,Delaware
Goose Pond,Delaware
Goslee Mill Pond,Delaware
Griffith Lake,Delaware
Haven Lake,Delaware
Hearns Pond,Delaware
Hetty Fisher Pond,Delaware
Holland Pond,Delaware
Holly Pond,Delaware
Hoopes Reservoir,Delaware
Horseys Pond,Delaware
Hunters Millpond,Delaware
Ingram Pond,Delaware
Jones Pond,Delaware
Killen Pond,Delaware
Lake Comegys,Delaware
Lake Como,Delaware
Logwood Pond,Delaware
Marshall Millpond,Delaware
Masseys Millpond,Delaware
McColley Pond,Delaware
McGinnis Pond,Delaware
Millsboro Pond,Delaware
Miry Pond,Delaware
Moores Lake,Delaware
Morris Millpond,Delaware
Mulberry Pond,Delaware
Nemours Pond,Delaware
Noah Pond,Delaware
Peach Pond,Delaware
Poplar Woods Pond,Delaware
Porter Reservoir,Delaware
Portsville Millpond,Delaware
Raccoon Pond,Delaware
Records Pond,Delaware
Red Mill Pond,Delaware
Reynolds Pond,Delaware
Sally Burton Ponds,Delaware
Salt Pond,Delaware
Sawmill Pond,Delaware
Shadowbrook Pond,Delaware
Shallcross Lake,Delaware
Shell Beach Pond,Delaware
Silver Lake,Delaware
Sixty Five Acre Pond,Delaware
Somerset Lake,Delaware
Southwest Pond,Delaware
Spatterdock Pond,Delaware
Stickweed Pond,Delaware
Swiggetts Pond,Delaware
Teal Pond,Delaware
Thirty-five Acre Pond,Delaware
Tonys Pond,Delaware
Trap Pond,Delaware
Tubmill Pond,Delaware
Turkle Pond,Delaware
Twin Ponds,Delaware
Voshell Pond,Delaware
Wagamons Pond,Delaware
Waples Pond,Delaware
Welches Pond,Delaware
Wiggins Mill Pond,Delaware
Wileys Pond,Delaware
Williams Pond,Delaware
Wyoming Lake,Delaware
Carp Pond (historical),District of Columbia
Dalecarlia Reservoir,District of Columbia
Georgetown Reservoir,District of Columbia
McMillan Reservoir,District of Columbia
A J Kennedy Pond One,Florida
A J Kennedy Pond Two,Florida
A J Spencer Pond,Florida
Acorn Fish Lake,Florida
Acorn Lake,Florida
"Ada, Lake",Florida
"Adair, Lake",Florida
Adams Lake,Florida
"Addah, Lake",Florida
"Adelaide, Lake",Florida
"Agnes, Lake",Florida
Aiden Pond,Florida
Ajay Lake,Florida
Akins Pond,Florida
"Akron, Lake",Florida
Alagood Lake,Florida
Albert Gordon Pond,Florida
Alberta Lake,Florida
Albritton Lake,Florida
"Alden, Lake",Florida
"Alfred, Lake",Florida
"Alice, Lake",Florida
"All Bright, Lake",Florida
"Allen, Lake",Florida
Allens Well Pond,Florida
Alligator Lake,Florida
Alligator Pond,Florida
"Alma, Lake",Florida
"Alpharetta, Lake",Florida
"Altamaha, Lake",Florida
Altmans Bay,Florida
"Alto, Lake",Florida
Alton Lake,Florida
Alva Davidson Pond,Florida
"Amoret, Lake",Florida
Amory Lake,Florida
"Amos, Lake",Florida
Anderson Lake,Florida
Anderson Pond,Florida
"Anderson, Lake",Florida
Andover Lakes,Florida
Andrew Lake,Florida
Andrews Lake,Florida
Angela Lake,Florida
"Angelo, Lake",Florida
"Ann, Lake",Florida
"Anna Marie, Lake",Florida
Anne Marie Lake,Florida
Annie Marsh Pond,Florida
"Annie, Lake",Florida
"Anoka, Lake",Florida
"Apopka, Lake",Florida
Apshawa Lake,Florida
"Apthorp, Lake",Florida
"Arbuckle, Lake",Florida
"Arcola, Lake",Florida
Argenta Lake,Florida
"Ariana, Lake",Florida
"Arietta, Lake",Florida
"Armistead, Lake",Florida
Armstrong Pond,Florida
Arnold Pond,Florida
"Arnold, Lake",Florida
"Arthur, Lake",Florida
"Artillery, Lake",Florida
"Ashby, Lake",Florida
Ashton Dead River,Florida
"Ashton, Lake",Florida
Atwell Pond,Florida
"Audrey, Lake",Florida
"Aurora, Lake",Florida
"Austin, Lake",Florida
"Avaco, Lake",Florida
"Avalon, Lake",Florida
Bachelor Lake,Florida
Bagget Lake,Florida
Bagwell Lake,Florida
Baker Pond,Florida
Banana Lake,Florida
Bandy Lake,Florida
Banjo Lake,Florida
Banner Lake,Florida
Baptising Pond,Florida
Baptist Lake,Florida
Baptizing Hole,Florida
Barbara Lake,Florida
"Barber, Lake",Florida
Barnett Lake,Florida
Barpost Lake,Florida
Barton Lake,Florida
"Barton, Lake",Florida
Basket Lake,Florida
Bass Lake,Florida
Bath Lake,Florida
Battle Pond,Florida
Bay Horse Pond,Florida
Bay Lake,Florida
Bayou Lake,Florida
Bazemores Mill Lake,Florida
Bazzell Pond,Florida
Bear Gully Lake,Florida
Bear Harbor Lake,Florida
Bear Head Lake,Florida
Bear Lake,Florida
Bear Pond,Florida
Beckett Lake,Florida
Becton Pond,Florida
"Bedford, Lake",Florida
Bee Gum Lake,Florida
Bee Gum Prairie,Florida
Bee Ponds,Florida
Bee Tree Pond,Florida
Bee Tree Swamp,Florida
Beetree Pond,Florida
"Beggs, Lake",Florida
Belcher Hole,Florida
Bell Lake,Florida
Bell Pond,Florida
"Bell, Lake",Florida
Bellamy Bay,Florida
"Belle, Lake",Florida
"Bellevue, Lake",Florida
Bellows Lake,Florida
"Bennet, Lake",Florida
Bens Lake,Florida
"Bentley, Lake",Florida
Berchfield Lake,Florida
"Beresford, Lake",Florida
"Berge, Lake",Florida
"Bernadette, Lake",Florida
"Berry, Lake",Florida
"Bessie, Lake",Florida
"Bessiola, Lake",Florida
Bethea Lake,Florida
"Bethel, Lake",Florida
"Betty, Lake",Florida
"Beulah, Lake",Florida
Big Bass Lake,Florida
Big Bay Lake,Florida
Big Bear Lake,Florida
Big Bend Swamp,Florida
Big Blue Lake,Florida
Big Bluff Lake,Florida
Big Boy Lake,Florida
Big Brushy Lake,Florida
Big Fish Lake,Florida
Big Gant Lake,Florida
Big Gum Lake,Florida
Big Island Lake,Florida
Big Lake,Florida
Big Lake Vienna,Florida
Big Lilly Lake,Florida
Big Pond,Florida
Big Prairie,Florida
Big Redfish Lake,Florida
Big Sand Lake,Florida
Big Steep Pond,Florida
Bigeye Hole,Florida
Bill Dick Pond,Florida
Bimini Basin,Florida
"Bingham, Lake",Florida
Bird Island Lakes,Florida
Bird Lake,Florida
Bird Pond,Florida
Black Cypress Swamp,Florida
Black Lake,Florida
Black Pond,Florida
Black Sink Prairie,Florida
Black Water Hole,Florida
Blackburn Pond,Florida
Blackfish Lake,Florida
Blackhole Pond,Florida
Blacks Lake,Florida
Blacks Still Lake,Florida
Blackwater Lake,Florida
"Blanche, Lake",Florida
"Blanchester, Lake",Florida
Blanket Grass Pond,Florida
Blanton Lake,Florida
Blocker Lake,Florida
Blossom Lake,Florida
Blue Cypress Lake,Florida
Blue Homestead Lake,Florida
Blue Lagoon,Florida
Blue Lake,Florida
Blue Pond,Florida
Blue Sink Pond,Florida
Blue Spring Lake,Florida
"Blue, Lake",Florida
Bluebird Lake,Florida
Bluff Springs Lake,Florida
Boat Lake,Florida
Boat Pond,Florida
Bob Russ Lakes,Florida
"Bob Russ Pond, The",Florida
Bobcat Pond,Florida
"Boca Raton, Lake",Florida
Bodiford Pond,Florida
Boggs Pond,Florida
Boggy Lake,Florida
Boggy Marsh,Florida
Boggy Pond,Florida
Boll Green Lake,Florida
Bone Pond,Florida
Bonita Lake,Florida
"Bonita, Lake",Florida
Bonnel Lake,Florida
Bonnet Lake,Florida
Bonnet Pond,Florida
"Bonnet, Lake",Florida
Bonnett Pond,Florida
Bonny Lake,Florida
"Bonny, Lake",Florida
Booth Lake,Florida
Boram Lake,Florida
Border Lake,Florida
Bosse Lake,Florida
Bowers Lake,Florida
"Bowling, Lake",Florida
Boyd Lake,Florida
Boyds Lake,Florida
"Bracy, Lake",Florida
Braden Ball Pond One,Florida
"Bradford, Lake",Florida
Bradley Lake,Florida
Brandy Beach Pond,Florida
Brantley Lake,Florida
"Brantley, Lake",Florida
Brantly Lake,Florida
Bream Lake,Florida
Brenson Pond,Florida
"Brentwood, Lake",Florida
Brewer Lake,Florida
Brick Lake,Florida
Brickyard Lake,Florida
Brickyard Pond,Florida
"Bright, Lake",Florida
Brim Pond,Florida
Bristow Lake,Florida
Brit Lake,Florida
"Britt, Lake",Florida
Brock Lake,Florida
"Brooker, Lake",Florida
"Brooklyn, Lake",Florida
Brooks Lake,Florida
Brooks Pond,Florida
"Brooks, Lake",Florida
Brown Lake,Florida
Brown Pond,Florida
"Brown, Lake",Florida
Browns Lake,Florida
Browns Lakes,Florida
Brunner Pond,Florida
